BR,PRODUCT,TYPE,ARGNO,DEALNO,SEQ,GLNO,COSTCENT,CCY,BEIND,CODE,QUAL,EFFDATE,POSTDATE,CMNE,DRCRIND,AMOUNT,SMEANS,SACCT,DESCR,DWH_ENTRY_DATE
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,25/04/2026,25/04/2026,HMGGBLDN  ,CR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,26/04/2026,26/04/2026,HMGGBLDN  ,CR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,27/04/2026,27/04/2026,HMGGBLDN  ,CR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,01/05/2026,01/05/2026,HMGGBLDN  ,CR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,02/05/2026,02/05/2026,HMGGBLDN  ,CR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,03/05/2026,03/05/2026,HMGGBLDN  ,CR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,04/05/2026,04/05/2026,HMGGBLDN  ,CR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,05/05/2026,05/05/2026,HMGGBLDN  ,CR,956.3,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,08/05/2026,08/05/2026,HMGGBLDN  ,CR,319.01,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,09/05/2026,09/05/2026,HMGGBLDN  ,CR,3277.7,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,10/05/2026,10/05/2026,HMGGBLDN  ,CR,16394.34,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,15/05/2026,15/05/2026,HMGGBLDN  ,CR,3279.89,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,16/05/2026,16/05/2026,HMGGBLDN  ,CR,3280.62,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,17/05/2026,17/05/2026,HMGGBLDN  ,CR,3280.62,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID06,0,44200001B      ,1000000000,GBP,0,2340,+,19/05/2026,19/05/2026,HMGGBLDN  ,CR,13126.13,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,03/04/2026,03/04/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,04/04/2026,04/04/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,05/04/2026,05/04/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,06/04/2026,06/04/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,07/04/2026,07/04/2026,HMGGBLDN  ,CR,953.38,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,27/03/2026,27/03/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,28/03/2026,28/03/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,29/03/2026,29/03/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,30/03/2026,30/03/2026,HMGGBLDN  ,CR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,31/03/2026,31/03/2026,HMGGBLDN  ,CR,952.65,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,03/04/2026,03/04/2026,HMGGBLDN  ,CR,467.2,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,04/04/2026,04/04/2026,HMGGBLDN  ,CR,467.2,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,05/04/2026,05/04/2026,HMGGBLDN  ,CR,467.2,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,06/04/2026,06/04/2026,HMGGBLDN  ,CR,467.2,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,07/04/2026,07/04/2026,HMGGBLDN  ,CR,1403.06,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,10/04/2026,10/04/2026,HMGGBLDN  ,CR,386.9,       ,               ,GB00XXXXXX07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,11/04/2026,11/04/2026,HMGGBLDN  ,CR,386.9,       ,               ,GB00XXXXXX07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,12/04/2026,12/04/2026,HMGGBLDN  ,CR,386.9,       ,               ,GB00XXXXXX07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,13/04/2026,13/04/2026,HMGGBLDN  ,CR,386.9,       ,               ,GB00XXXXXX07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,14/04/2026,14/04/2026,HMGGBLDN  ,CR,1162.16,       ,               ,GB00XXXXXX07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID08,0,44200001B      ,1000000000,GBP,0,2340,+,17/04/2026,17/04/2026,HMGGBLDN  ,CR,387.63,       ,               ,GB00XXXXXX07        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,10/04/2026,10/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,11/04/2026,11/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,12/04/2026,12/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,13/04/2026,13/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,14/04/2026,14/04/2026,HMGGBLDN  ,CR,1403.79,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,17/04/2026,17/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,18/04/2026,18/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,19/04/2026,19/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,20/04/2026,20/04/2026,HMGGBLDN  ,CR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,21/04/2026,21/04/2026,HMGGBLDN  ,CR,1405.25,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,24/04/2026,24/04/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,25/04/2026,25/04/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,26/04/2026,26/04/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,27/04/2026,27/04/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,28/04/2026,28/04/2026,HMGGBLDN  ,CR,955.57,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,01/05/2026,01/05/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,02/05/2026,02/05/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,03/05/2026,03/05/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,04/05/2026,04/05/2026,HMGGBLDN  ,CR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,05/05/2026,05/05/2026,HMGGBLDN  ,CR,1407.44,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,08/05/2026,08/05/2026,HMGGBLDN  ,CR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,09/05/2026,09/05/2026,HMGGBLDN  ,CR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,10/05/2026,10/05/2026,HMGGBLDN  ,CR,2346.95,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,15/05/2026,15/05/2026,HMGGBLDN  ,CR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,16/05/2026,16/05/2026,HMGGBLDN  ,CR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,17/05/2026,17/05/2026,HMGGBLDN  ,CR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,1,ID07,0,44200001B      ,1000000000,GBP,0,2340,+,19/05/2026,19/05/2026,HMGGBLDN  ,CR,1879.02,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,03/04/2026,03/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,04/04/2026,04/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,05/04/2026,05/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,06/04/2026,06/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,07/04/2026,07/04/2026,HMGGBLDN  ,DR,953.38,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,10/04/2026,10/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,11/04/2026,11/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,12/04/2026,12/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,13/04/2026,13/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,14/04/2026,14/04/2026,HMGGBLDN  ,DR,1403.79,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,17/04/2026,17/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,18/04/2026,18/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,19/04/2026,19/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,20/04/2026,20/04/2026,HMGGBLDN  ,DR,467.93,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,21/04/2026,21/04/2026,HMGGBLDN  ,DR,1405.25,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,24/04/2026,24/04/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,25/04/2026,25/04/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,26/04/2026,26/04/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,27/04/2026,27/04/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,28/04/2026,28/04/2026,HMGGBLDN  ,DR,955.57,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,01/05/2026,01/05/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,02/05/2026,02/05/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,03/05/2026,03/05/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,04/05/2026,04/05/2026,HMGGBLDN  ,DR,468.66,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,05/05/2026,05/05/2026,HMGGBLDN  ,DR,1407.44,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,08/05/2026,08/05/2026,HMGGBLDN  ,DR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,09/05/2026,09/05/2026,HMGGBLDN  ,DR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,10/05/2026,10/05/2026,HMGGBLDN  ,DR,2346.95,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,15/05/2026,15/05/2026,HMGGBLDN  ,DR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,16/05/2026,16/05/2026,HMGGBLDN  ,DR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,17/05/2026,17/05/2026,HMGGBLDN  ,DR,469.39,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID07,0,14200001TBB    ,1000000000,GBP,0,2340,+,19/05/2026,19/05/2026,HMGGBLDN  ,DR,1879.02,       ,               ,GB00XXXXXX06        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,10/04/2026,10/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,11/04/2026,11/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,12/04/2026,12/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,13/04/2026,13/04/2026,HMGGBLDN  ,DR,317.55,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,14/04/2026,14/04/2026,HMGGBLDN  ,DR,954.11,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,17/04/2026,17/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,18/04/2026,18/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,19/04/2026,19/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,20/04/2026,20/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,21/04/2026,21/04/2026,HMGGBLDN  ,DR,954.84,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,24/04/2026,24/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,25/04/2026,25/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,26/04/2026,26/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,27/04/2026,27/04/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,01/05/2026,01/05/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
1,SECUR ,TB,2,ID06,0,14200001TBB    ,1000000000,GBP,0,2340,+,02/05/2026,02/05/2026,HMGGBLDN  ,DR,318.28,       ,               ,GB00XXXXXX05        |BCAP|1000000000|H|AMORT                          ,01/02/2026 18:56
